#SAMPLE	HQ_HOM	HQ_HOM_RATE	HQ_HET	HQ_HET_RATE	CHARR	MEAN_REF_AB_HOM_ALT	HETEROZYGOSITY_RATE	INCONSISTENT_AB_HET_RATE
NA18645	1075803	1.00000	1549272	0.97633	0.00394	0.00125	0.59018	0.01174
HG03884	980895	1.00000	1600326	0.97778	0.00695	0.00237	0.61999	0.01232
NA19036	1023421	1.00000	1643272	0.97806	0.00464	0.00152	0.61622	0.00601
HG03472	986687	1.00000	1577728	0.97802	0.00466	0.00163	0.61524	0.01294
HG03258	1013953	1.00000	1618739	0.97775	0.00433	0.00146	0.61486	0.00931
NA18611	1073028	1.00000	1586015	0.97606	0.00415	0.00132	0.59646	0.01036
HG01790	952432	1.00000	1634624	0.97728	0.00410	0.00128	0.63185	0.01135
NA19360	989001	1.00000	1607371	0.97901	0.00343	0.00111	0.61908	0.01128
HG04080	983437	1.00000	1724676	0.97776	0.00461	0.00144	0.63686	0.00947
HG02685	993091	1.00000	1606894	0.97650	0.00521	0.00170	0.61804	0.01167
NA20877	973316	1.00000	1649943	0.97784	0.00478	0.00148	0.62897	0.01207
NA12812	959512	1.00000	1676422	0.97626	0.00435	0.00136	0.63599	0.01004
NA21104	961173	1.00000	1673740	0.97707	0.00407	0.00125	0.63522	0.01188
HG03268	1008379	1.00000	1591695	0.97848	0.00402	0.00132	0.61217	0.01107
NA20792	950935	1.00000	1693368	0.97716	0.00434	0.00137	0.64038	0.00952
HG00353	939291	1.00000	1656896	0.97745	0.00376	0.00116	0.63820	0.01234
HG01375	921767	1.00000	1739128	0.97860	0.00421	0.00128	0.65359	0.01131
NA20810	954192	1.00000	1678058	0.97708	0.00448	0.00140	0.63750	0.01007
NA20805	964976	1.00000	1654813	0.97748	0.00393	0.00123	0.63166	0.01028
HG03229	994000	1.00000	1573418	0.97645	0.00402	0.00130	0.61284	0.01338
HG01775	963556	1.00000	1670939	0.97738	0.00439	0.00136	0.63425	0.00979
NA19075	1073283	1.00000	1569191	0.97598	0.00387	0.00123	0.59383	0.01037
NA19762	1001088	1.00000	1716109	0.97714	0.00471	0.00150	0.63157	0.00735
HG01521	950652	1.00000	1622664	0.97767	0.00415	0.00130	0.63057	0.01191
HG02051	1010913	1.00000	1625576	0.97699	0.00336	0.00110	0.61657	0.01087
HG03265	993892	1.00000	1580013	0.97760	0.00442	0.00144	0.61386	0.01208
HG02648	1009099	1.00000	1601440	0.97835	0.00407	0.00130	0.61345	0.01058
HG04015	964995	1.00000	1675759	0.97703	0.00389	0.00119	0.63458	0.01207
NA11830	958084	1.00000	1670667	0.97724	0.00441	0.00138	0.63554	0.01069
HG01809	1081348	1.00000	1559183	0.97614	0.00418	0.00133	0.59048	0.01044
NA19117	991069	1.00000	1577819	0.97767	0.00328	0.00106	0.61420	0.01172
HG02427	972092	1.00000	1637523	0.97626	0.00487	0.00169	0.62750	0.01189
HG01779	963785	1.00000	1679864	0.97758	0.00401	0.00124	0.63543	0.00981
NA19397	1005411	1.00000	1611343	0.97762	0.00349	0.00115	0.61578	0.01049
NA11829	960241	1.00000	1674261	0.97813	0.00424	0.00132	0.63551	0.00876
NA19474	997464	1.00000	1628020	0.97834	0.00328	0.00107	0.62008	0.01105
HG03973	958655	1.00000	1687719	0.97669	0.00443	0.00138	0.63775	0.01147
HG00525	1067230	1.00000	1537307	0.97589	0.00500	0.00158	0.59024	0.01220
NA19059	1070970	1.00000	1570270	0.97584	0.00407	0.00128	0.59452	0.01135
NA20899	963495	1.00000	1689816	0.97739	0.00385	0.00120	0.63687	0.01091
HG02301	1053681	1.00000	1544752	0.97718	0.00401	0.00133	0.59449	0.01208
NA19054	1067435	1.00000	1570372	0.97650	0.00370	0.00119	0.59533	0.01136
HG03977	955355	1.00000	1649155	0.97724	0.00451	0.00146	0.63319	0.01348
NA11893	953672	1.00000	1663594	0.97772	0.00438	0.00137	0.63562	0.01097
HG02691	989044	1.00000	1689862	0.97696	0.00490	0.00152	0.63080	0.00966
NA18986	1080671	1.00000	1593777	0.97562	0.00470	0.00149	0.59593	0.00869
HG02253	984013	1.00000	1645418	0.97656	0.00379	0.00119	0.62577	0.01148
HG00267	962458	1.00000	1662458	0.97751	0.00394	0.00123	0.63334	0.01059
HG00619	1085834	1.00000	1551569	0.97592	0.00404	0.00127	0.58829	0.01085
NA19707	902224	1.00000	1733702	0.97819	0.00328	0.00101	0.65772	0.01201
HG00657	1063511	1.00000	1560897	0.97470	0.00397	0.00124	0.59476	0.01297
HG00404	1051247	1.00000	1543621	0.97606	0.00354	0.00111	0.59487	0.01358
HG00344	949850	1.00000	1672883	0.97703	0.00388	0.00119	0.63784	0.01069
HG01816	1187164	1.00000	1369975	0.97381	0.00349	0.00114	0.53575	0.01090
NA21125	979020	1.00000	1700098	0.97684	0.00431	0.00135	0.63457	0.01077
HG02652	938100	1.00000	1735441	0.97726	0.00502	0.00157	0.64912	0.01166
HG00256	961642	1.00000	1649770	0.97711	0.00359	0.00112	0.63175	0.01139
HG03234	942813	1.00000	1722728	0.97737	0.00509	0.00156	0.64630	0.01159
NA18966	1073143	1.00000	1591039	0.97751	0.00420	0.00135	0.59720	0.00990
HG00132	954784	1.00000	1634274	0.97704	0.00367	0.00115	0.63122	0.01171
HG01967	990471	1.00000	1604911	0.97732	0.00362	0.00114	0.61837	0.01252
HG02973	989707	1.00000	1579517	0.97681	0.00452	0.00154	0.61478	0.01253
HG03788	984007	1.00000	1672235	0.97724	0.00435	0.00136	0.62955	0.01137
HG02787	1003110	1.00000	1678264	0.97714	0.00499	0.00163	0.62590	0.00938
NA18969	1077770	1.00000	1560903	0.97520	0.00429	0.00135	0.59155	0.01078
HG00365	946850	1.00000	1678879	0.97735	0.00391	0.00120	0.63940	0.01094
HG01486	940556	1.00000	1691019	0.97709	0.00433	0.00133	0.64259	0.01194
HG01673	947418	1.00000	1641330	0.97608	0.00419	0.00129	0.63402	0.01225
HG03451	1009198	1.00000	1582429	0.97691	0.00468	0.00159	0.61059	0.01194
HG04182	955127	1.00000	1710755	0.97714	0.00549	0.00175	0.64172	0.01136
NA18907	1013154	1.00000	1599356	0.97678	0.00360	0.00119	0.61219	0.01180
HG01761	937925	1.00000	1664231	0.97674	0.00438	0.00133	0.63956	0.01150
HG02798	1016712	1.00000	1619484	0.97713	0.00438	0.00147	0.61433	0.00979
HG01393	881283	1.00000	1758282	0.97809	0.00359	0.00109	0.66613	0.01244
HG01438	968275	1.00000	1632396	0.97683	0.00386	0.00121	0.62768	0.01077
HG02763	1054270	1.00000	1549670	0.97648	0.00437	0.00146	0.59513	0.00902
NA19904	934919	1.00000	1680094	0.97784	0.00331	0.00103	0.64248	0.01228
NA19658	948981	1.00000	1707586	0.97738	0.00370	0.00114	0.64278	0.01121
HG00328	957607	1.00000	1629618	0.97657	0.00464	0.00145	0.62987	0.01189
HG00584	1076642	1.00000	1599301	0.97601	0.00486	0.00152	0.59766	0.00831
NA20768	942624	1.00000	1649298	0.97697	0.00462	0.00141	0.63632	0.01213
HG04186	982997	1.00000	1705534	0.97691	0.00427	0.00132	0.63437	0.01015
NA18615	1077462	1.00000	1568308	0.97619	0.00431	0.00136	0.59276	0.01122
NA19394	994429	1.00000	1629727	0.97724	0.00332	0.00107	0.62105	0.01135
NA20911	953076	1.00000	1690153	0.97788	0.00398	0.00123	0.63943	0.01225
HG02574	980207	1.00000	1611303	0.97821	0.00405	0.00132	0.62176	0.01202
HG03770	982796	1.00000	1648166	0.97649	0.00467	0.00148	0.62645	0.01267
HG03826	948836	1.00000	1695566	0.97782	0.00680	0.00232	0.64119	0.01279
HG03926	947367	1.00000	1706681	0.97813	0.00491	0.00161	0.64305	0.01208
HG04022	977215	1.00000	1708075	0.97689	0.00527	0.00169	0.63609	0.01081
NA20412	938957	1.00000	1748160	0.97871	0.00390	0.00124	0.65057	0.01007
HG02121	1027777	1.00000	1574120	0.97644	0.00349	0.00109	0.60499	0.01326
NA19770	938862	1.00000	1707143	0.97809	0.00369	0.00114	0.64518	0.01154
HG03803	935118	1.00000	1675606	0.97763	0.00492	0.00154	0.64182	0.01333
HG01600	1074002	1.00000	1590331	0.97572	0.00404	0.00127	0.59690	0.01109
NA20803	957161	1.00000	1659680	0.97689	0.00376	0.00117	0.63423	0.01113
HG02879	1010437	1.00000	1589259	0.97714	0.00363	0.00119	0.61132	0.01164
HG02541	949507	1.00000	1706707	0.97808	0.00387	0.00124	0.64253	0.01162
HG04235	977671	1.00000	1717554	0.97706	0.00462	0.00143	0.63726	0.01012
HG03790	963781	1.00000	1688113	0.97714	0.00418	0.00129	0.63657	0.01121
HG02727	968671	1.00000	1700811	0.97721	0.00602	0.00207	0.63713	0.01135
NA18629	1088368	1.00000	1601331	0.97584	0.00461	0.00146	0.59536	0.00835
HG03925	976655	1.00000	1730780	0.97756	0.00477	0.00153	0.63927	0.00870
HG03793	945210	1.00000	1673271	0.97740	0.00411	0.00127	0.63902	0.01290
HG02771	1010852	1.00000	1587885	0.97786	0.00352	0.00117	0.61102	0.01082
HG03785	976201	1.00000	1640982	0.97716	0.00400	0.00125	0.62700	0.01220
NA18572	1094424	1.00000	1586115	0.97621	0.00480	0.00151	0.59171	0.00645
NA19023	1004700	1.00000	1620184	0.97793	0.00410	0.00133	0.61724	0.01130
HG00331	951042	1.00000	1668442	0.97700	0.00412	0.00130	0.63694	0.01056
HG00731	927550	1.00000	1691537	0.97827	0.00384	0.00119	0.64585	0.01206
HG01672	945262	1.00000	1655020	0.97733	0.00413	0.00128	0.63648	0.01212
HG01509	926482	1.00000	1659184	0.97720	0.00414	0.00127	0.64169	0.01264
HG02006	898215	1.00000	1849335	0.97900	0.00395	0.00123	0.67309	0.01012
NA18971	1076059	1.00000	1565360	0.97638	0.00461	0.00145	0.59262	0.01041
NA21130	976828	1.00000	1663714	0.97719	0.00415	0.00129	0.63007	0.01175
HG02464	997692	1.00000	1555450	0.97751	0.00428	0.00146	0.60923	0.01274
HG00244	953287	1.00000	1677741	0.97689	0.00473	0.00145	0.63768	0.00964
HG02147	1105284	1.00000	1461997	0.97567	0.00390	0.00127	0.56947	0.01097
HG01927	1115172	1.00000	1471390	0.97532	0.00383	0.00122	0.56886	0.01060
HG01112	955836	1.00000	1667847	0.97747	0.00377	0.00117	0.63569	0.01081
NA20762	979586	1.00000	1660129	0.97822	0.00501	0.00161	0.62890	0.00506
HG02282	942175	1.00000	1726245	0.97852	0.00432	0.00138	0.64692	0.01064
HG02601	946363	1.00000	1704254	0.97727	0.00434	0.00135	0.64297	0.01196
HG01124	923204	1.00000	1766183	0.97798	0.00432	0.00133	0.65672	0.01123
HG01550	933472	1.00000	1704715	0.97809	0.00415	0.00129	0.64617	0.01114
HG04063	992429	1.00000	1659546	0.97642	0.00478	0.00154	0.62578	0.01170
NA20903	968771	1.00000	1700047	0.97687	0.00389	0.00119	0.63700	0.01038
HG02140	1068661	1.00000	1580621	0.97496	0.00353	0.00110	0.59662	0.01195
HG01800	1094722	1.00000	1507344	0.97457	0.00395	0.00125	0.57929	0.01163
HG02053	966582	1.00000	1629920	0.97852	0.00342	0.00112	0.62774	0.01203
NA18979	1079537	1.00000	1593393	0.97619	0.00449	0.00144	0.59612	0.00917
HG00419	1066830	1.00000	1579937	0.97637	0.00405	0.00127	0.59693	0.01132
HG01977	1035505	1.00000	1511944	0.97601	0.00373	0.00121	0.59351	0.01292
NA20847	953995	1.00000	1674433	0.97722	0.00446	0.00139	0.63705	0.01201
NA20513	943096	1.00000	1672384	0.97706	0.00547	0.00167	0.63942	0.01179
NA20355	943471	1.00000	1713884	0.97829	0.00471	0.00148	0.64496	0.01067
HG02256	914034	1.00000	1709824	0.97850	0.00334	0.00107	0.65165	0.01229
HG00622	1062572	1.00000	1556370	0.97561	0.00371	0.00116	0.59427	0.01293
NA21086	967067	1.00000	1730784	0.97808	0.00530	0.00165	0.64154	0.00837
HG02923	1010424	1.00000	1588928	0.97689	0.00424	0.00139	0.61128	0.01118
NA18623	1067423	1.00000	1583314	0.97592	0.00459	0.00147	0.59731	0.01166
HG01104	916477	1.00000	1724238	0.97774	0.00384	0.00120	0.65294	0.01211
HG02131	1039426	1.00000	1619459	0.97646	0.00447	0.00140	0.60907	0.01125
HG03558	1010752	1.00000	1591470	0.97803	0.00391	0.00129	0.61158	0.01167
NA19749	927793	1.00000	1664686	0.97797	0.00363	0.00112	0.64212	0.01258
HG00308	951102	1.00000	1644840	0.97787	0.00475	0.00148	0.63362	0.01150
HG02944	1017290	1.00000	1610204	0.97681	0.00412	0.00139	0.61283	0.00975
HG03300	1020903	1.00000	1584543	0.97754	0.00504	0.00171	0.60817	0.01079
HG02583	1041860	1.00000	1602376	0.97763	0.00502	0.00172	0.60599	0.00750
NA19713	921606	1.00000	1736403	0.97759	0.00388	0.00122	0.65327	0.01151
HG02725	980974	1.00000	1701241	0.97727	0.00453	0.00141	0.63427	0.00981
HG02971	999238	1.00000	1591698	0.97758	0.00416	0.00139	0.61433	0.01106
HG03663	953837	1.00000	1710825	0.97681	0.00443	0.00142	0.64204	0.01122
HG03702	951958	1.00000	1741146	0.97654	0.00415	0.00126	0.64652	0.01042
NA19835	972427	1.00000	1733555	0.97766	0.00438	0.00142	0.64064	0.00749
NA20795	953512	1.00000	1676020	0.97760	0.00430	0.00135	0.63738	0.01086
HG03301	1009496	1.00000	1596567	0.97739	0.00413	0.00138	0.61264	0.01130
HG00271	959199	1.00000	1681460	0.97723	0.00424	0.00132	0.63676	0.01059
HG02182	1079749	1.00000	1563074	0.97619	0.00503	0.00173	0.59144	0.01099
HG02597	960280	1.00000	1684909	0.97663	0.00421	0.00130	0.63697	0.01204
HG00263	934046	1.00000	1629920	0.97709	0.00392	0.00120	0.63570	0.01268
NA12005	933619	1.00000	1620169	0.97759	0.00413	0.00128	0.63442	0.01229
HG03875	1024800	1.00000	1628782	0.97796	0.00799	0.00286	0.61381	0.00805
HG01953	1105995	1.00000	1487663	0.97580	0.00414	0.00134	0.57358	0.01068
NA12383	959667	1.00000	1667362	0.97735	0.00378	0.00118	0.63469	0.01149
HG02060	1067193	1.00000	1560318	0.97721	0.00341	0.00110	0.59384	0.01095
HG01088	907603	1.00000	1785553	0.97831	0.00395	0.00120	0.66300	0.01033
HG00556	1040281	1.00000	1525373	0.97644	0.00362	0.00114	0.59454	0.01370
NA19429	992231	1.00000	1630071	0.97735	0.00316	0.00101	0.62162	0.01098
NA19913	952019	1.00000	1672098	0.97839	0.00320	0.00102	0.63720	0.01178
NA20540	937850	1.00000	1654827	0.97713	0.00489	0.00151	0.63827	0.01206
NA19451	1014263	1.00000	1617909	0.97671	0.00352	0.00115	0.61467	0.01095
HG01932	1059523	1.00000	1530327	0.97578	0.00374	0.00118	0.59089	0.01190
HG00651	1079273	1.00000	1569680	0.97647	0.00375	0.00118	0.59257	0.01089
HG04164	968096	1.00000	1754093	0.97760	0.00702	0.00236	0.64437	0.00871
NA07357	934832	1.00000	1628853	0.97676	0.00404	0.00124	0.63536	0.01255
NA19461	1005150	1.00000	1632292	0.97681	0.00324	0.00106	0.61889	0.01100
HG03006	973038	1.00000	1754900	0.97728	0.00510	0.00158	0.64331	0.00838
NA20884	965055	1.00000	1672837	0.97723	0.00504	0.00155	0.63416	0.01153
NA21124	952907	1.00000	1695167	0.97812	0.00443	0.00137	0.64015	0.01039
HG02768	1022940	1.00000	1609779	0.97655	0.00617	0.00215	0.61145	0.01020
NA19095	1002230	1.00000	1555113	0.97759	0.00357	0.00118	0.60810	0.01270
NA18608	1059619	1.00000	1565756	0.97643	0.00432	0.00137	0.59639	0.01197
NA21100	954590	1.00000	1666144	0.97715	0.00528	0.00161	0.63575	0.01262
HG03166	1014964	1.00000	1574930	0.97779	0.00416	0.00139	0.60811	0.01177
HG02396	1079052	1.00000	1546640	0.97646	0.00376	0.00120	0.58904	0.01097
HG01873	1070484	1.00000	1566388	0.97596	0.00380	0.00120	0.59403	0.01115
HG01107	915752	1.00000	1780380	0.97735	0.00359	0.00110	0.66035	0.01072
HG03965	979436	1.00000	1709043	0.97769	0.00651	0.00218	0.63569	0.00959
HG02555	983179	1.00000	1676600	0.97789	0.00347	0.00110	0.63035	0.01033
HG01802	1063019	1.00000	1597031	0.97600	0.00417	0.00131	0.60038	0.01157
NA12776	944022	1.00000	1687221	0.97734	0.00420	0.00131	0.64123	0.01042
HG03636	950009	1.00000	1720028	0.97709	0.00571	0.00177	0.64420	0.01124
NA19088	1079304	1.00000	1574000	0.97639	0.00482	0.00153	0.59322	0.00974
HG00140	947905	1.00000	1658274	0.97674	0.00365	0.00113	0.63629	0.01124
NA18609	1071548	1.00000	1579296	0.97567	0.00431	0.00136	0.59577	0.01076
NA12748	945251	1.00000	1685518	0.97720	0.00433	0.00134	0.64069	0.01125
NA07000	948838	1.00000	1685187	0.97681	0.00424	0.00132	0.63978	0.00932
NA19026	990727	1.00000	1611827	0.97679	0.00526	0.00169	0.61933	0.01243
HG01111	895089	1.00000	1719813	0.97752	0.00444	0.00133	0.65770	0.01322
NA19009	1085415	1.00000	1590049	0.97566	0.00474	0.00149	0.59431	0.00952
NA20508	945071	1.00000	1647828	0.97724	0.00486	0.00150	0.63552	0.01178
HG02088	1072644	1.00000	1582343	0.97572	0.00350	0.00111	0.59599	0.01135
NA18622	1065889	1.00000	1575230	0.97668	0.00400	0.00129	0.59643	0.01023
HG02512	1091672	1.00000	1543838	0.97543	0.00383	0.00123	0.58578	0.01079
HG03100	1020157	1.00000	1591078	0.97684	0.00439	0.00151	0.60932	0.01072
HG04216	982879	1.00000	1713950	0.97731	0.00544	0.00171	0.63554	0.01011
HG02397	1062092	1.00000	1534759	0.97505	0.00349	0.00111	0.59101	0.01514
HG03684	992737	1.00000	1668464	0.97712	0.00399	0.00126	0.62696	0.01174
HG00313	963216	1.00000	1671349	0.97686	0.00482	0.00150	0.63439	0.00955
HG02733	944448	1.00000	1705294	0.97678	0.00658	0.00223	0.64357	0.01186
NA21141	984906	1.00000	1684824	0.97658	0.00497	0.00152	0.63108	0.01015
HG02399	1052755	1.00000	1560311	0.97585	0.00324	0.00103	0.59712	0.01269
NA20904	946318	1.00000	1743949	0.97815	0.00391	0.00120	0.64824	0.00889
HG01746	953085	1.00000	1673827	0.97782	0.00391	0.00123	0.63718	0.01060
HG03114	1009765	1.00000	1577554	0.97705	0.00452	0.00149	0.60973	0.01160
HG02113	1055039	1.00000	1556123	0.97525	0.00356	0.00115	0.59595	0.01216
NA19143	998771	1.00000	1583466	0.97829	0.00332	0.00108	0.61321	0.01174
HG02600	965282	1.00000	1721234	0.97763	0.00490	0.00159	0.64069	0.01055
NA19676	936302	1.00000	1706170	0.97717	0.00381	0.00119	0.64567	0.01257
NA21115	978370	1.00000	1710153	0.97870	0.00444	0.00140	0.63609	0.00782
HG00367	946056	1.00000	1677785	0.97730	0.00510	0.00154	0.63944	0.01173
NA18908	1004898	1.00000	1590876	0.97761	0.00315	0.00104	0.61287	0.01167
HG02284	941038	1.00000	1699020	0.97771	0.00401	0.00126	0.64355	0.01161
NA19078	1090367	1.00000	1560712	0.97624	0.00526	0.00165	0.58871	0.01011
NA20281	936165	1.00000	1674928	0.97818	0.00369	0.00117	0.64147	0.01264
HG01866	1071018	1.00000	1566079	0.97665	0.00445	0.00141	0.59386	0.01121
NA19390	996835	1.00000	1610227	0.97770	0.00407	0.00132	0.61764	0.01204
HG00378	967165	1.00000	1654386	0.97672	0.00466	0.00146	0.63107	0.01052
HG01813	1080052	1.00000	1562568	0.97599	0.00533	0.00177	0.59130	0.01043
HG03074	1006522	1.00000	1568684	0.97764	0.00413	0.00136	0.60915	0.01221
HG00366	929235	1.00000	1621086	0.97758	0.00462	0.00146	0.63564	0.01292
NA20289	960737	1.00000	1725320	0.97814	0.00374	0.00118	0.64232	0.00925
HG02981	996344	1.00000	1603818	0.97779	0.00418	0.00139	0.61681	0.01194
HG01670	946163	1.00000	1626219	0.97625	0.00437	0.00137	0.63218	0.01251
NA19379	1003724	1.00000	1639716	0.97857	0.00356	0.00116	0.62030	0.01014
NA19171	993336	1.00000	1568538	0.97720	0.00408	0.00135	0.61226	0.01324
NA20759	953409	1.00000	1680661	0.97652	0.00483	0.00156	0.63805	0.01111
HG01125	933855	1.00000	1748221	0.97779	0.00443	0.00134	0.65182	0.01108
NA20532	939586	1.00000	1657997	0.97657	0.00494	0.00150	0.63828	0.01273
NA19077	1071756	1.00000	1572811	0.97660	0.00443	0.00140	0.59473	0.01128
NA19794	969242	1.00000	1691031	0.97714	0.00385	0.00120	0.63566	0.01049
HG02075	1050915	1.00000	1599758	0.97723	0.00340	0.00106	0.60353	0.01161
HG02646	1005192	1.00000	1603674	0.97752	0.00384	0.00124	0.61470	0.01174
NA07048	955072	1.00000	1661795	0.97749	0.00418	0.00132	0.63503	0.01098
NA19043	1012901	1.00000	1636743	0.97807	0.00496	0.00161	0.61772	0.00887
NA19004	1073043	1.00000	1568656	0.97613	0.00460	0.00146	0.59381	0.01092
NA19377	1001323	1.00000	1625604	0.97812	0.00344	0.00113	0.61882	0.01057
NA19019	1019611	1.00000	1621802	0.97757	0.00404	0.00131	0.61399	0.00978
HG03858	1030011	1.00000	1566925	0.97586	0.00666	0.00230	0.60337	0.01242
HG03911	977281	1.00000	1704117	0.97716	0.00449	0.00142	0.63553	0.01127
HG03898	1016022	1.00000	1630083	0.97649	0.01035	0.00382	0.61603	0.00912
HG03752	998680	1.00000	1606611	0.97688	0.00378	0.00119	0.61667	0.01153
NA19374	1010766	1.00000	1660959	0.97707	0.00471	0.00154	0.62168	0.00423
HG00242	961383	1.00000	1682699	0.97774	0.00521	0.00162	0.63640	0.00753
NA12156	966090	1.00000	1676376	0.97716	0.00428	0.00135	0.63440	0.00994
HG01064	916341	1.00000	1750437	0.97786	0.00403	0.00124	0.65639	0.01099
HG02577	969781	1.00000	1721980	0.97810	0.00500	0.00161	0.63972	0.00896
HG02891	994604	1.00000	1611002	0.97722	0.00370	0.00122	0.61828	0.01148
NA20775	949551	1.00000	1675882	0.97701	0.00390	0.00119	0.63833	0.01055
NA19661	951457	1.00000	1689930	0.97774	0.00400	0.00126	0.63979	0.01122
NA19185	1015913	1.00000	1626319	0.97711	0.00360	0.00118	0.61551	0.00921
HG01950	1049333	1.00000	1523135	0.97690	0.00375	0.00122	0.59209	0.01266
HG02645	1003277	1.00000	1604821	0.97832	0.00366	0.00119	0.61532	0.01109
NA12815	966932	1.00000	1672209	0.97606	0.00462	0.00143	0.63362	0.01056
NA18596	1064275	1.00000	1534997	0.97687	0.00459	0.00147	0.59055	0.01201
HG02484	957764	1.00000	1687681	0.97763	0.00372	0.00121	0.63796	0.01070
HG02476	958987	1.00000	1715173	0.97778	0.00543	0.00189	0.64139	0.01067
NA20773	949641	1.00000	1648674	0.97729	0.00406	0.00125	0.63452	0.01110
HG02462	1002647	1.00000	1634324	0.97747	0.00396	0.00133	0.61977	0.01095
HG03940	960681	1.00000	1675544	0.97771	0.00409	0.00128	0.63558	0.01276
HG00559	1076323	1.00000	1557862	0.97565	0.00368	0.00118	0.59140	0.01124
HG01345	932987	1.00000	1728676	0.97693	0.00386	0.00118	0.64947	0.01131
HG01052	903156	1.00000	1776794	0.97799	0.00454	0.00138	0.66300	0.01111
HG01459	931265	1.00000	1725897	0.97781	0.00437	0.00135	0.64953	0.01159
HG01773	929424	1.00000	1669878	0.97717	0.00445	0.00136	0.64243	0.01266
NA19038	1008948	1.00000	1623750	0.97741	0.00405	0.00131	0.61676	0.01090
HG00698	1088613	1.00000	1579609	0.97590	0.00392	0.00124	0.59201	0.00907
HG02122	1060614	1.00000	1584348	0.97516	0.00366	0.00117	0.59901	0.01217
NA19027	1007853	1.00000	1634559	0.97791	0.00412	0.00133	0.61859	0.00953
HG01880	878060	1.00000	1814165	0.97858	0.00384	0.00118	0.67385	0.01268
HG00421	1085483	1.00000	1548465	0.97600	0.00418	0.00134	0.58789	0.01061
HG03919	970960	1.00000	1739064	0.97800	0.00540	0.00174	0.64172	0.00829
NA18526	1080316	1.00000	1583866	0.97562	0.00404	0.00128	0.59450	0.01052
NA18511	1022597	1.00000	1632019	0.97794	0.00416	0.00136	0.61479	0.00766
HG02190	1063736	1.00000	1588013	0.97707	0.00363	0.00117	0.59885	0.01115
HG04212	1003619	1.00000	1665948	0.97651	0.00646	0.00218	0.62405	0.00852
HG04155	972431	1.00000	1719316	0.97708	0.00628	0.00213	0.63874	0.01037
NA12489	953231	1.00000	1646470	0.97634	0.00384	0.00120	0.63333	0.01201
NA21113	962071	1.00000	1670817	0.97734	0.00399	0.00123	0.63459	0.01216
NA19207	1015374	1.00000	1610200	0.97751	0.00471	0.00165	0.61328	0.01013
HG00381	957692	1.00000	1640958	0.97729	0.00391	0.00122	0.63147	0.01066
HG04098	957009	1.00000	1721225	0.97744	0.00589	0.00191	0.64267	0.01040
HG04239	933383	1.00000	1698424	0.97669	0.00457	0.00138	0.64535	0.01302
HG01134	937566	1.00000	1742000	0.97753	0.00406	0.00126	0.65011	0.00981
HG03168	1014502	1.00000	1601633	0.97834	0.00393	0.00131	0.61221	0.00988
HG03646	956348	1.00000	1699235	0.97754	0.00527	0.00162	0.63987	0.01112
HG03452	1024653	1.00000	1618260	0.97770	0.00484	0.00161	0.61230	0.00790
NA11920	952974	1.00000	1646664	0.97578	0.00434	0.00139	0.63342	0.01234
HG02299	1085250	1.00000	1481801	0.97523	0.00419	0.00136	0.57724	0.01191
NA19042	1004635	1.00000	1655685	0.97821	0.00455	0.00146	0.62236	0.00833
HG02799	995489	1.00000	1602219	0.97712	0.00450	0.00148	0.61678	0.01214
NA19190	1032149	1.00000	1621685	0.97758	0.00414	0.00136	0.61107	0.00874
HG00740	926812	1.00000	1741319	0.97744	0.00385	0.00117	0.65264	0.01138
HG04075	990080	1.00000	1668486	0.97606	0.00625	0.00201	0.62759	0.01019
HG01841	1068610	1.00000	1560692	0.97574	0.00428	0.00135	0.59358	0.01115
NA18740	1079862	1.00000	1576260	0.97573	0.00489	0.00156	0.59344	0.01065
HG02786	990304	1.00000	1682014	0.97751	0.00474	0.00151	0.62942	0.00954
HG03896	1039349	1.00000	1525783	0.97544	0.00542	0.00184	0.59482	0.01275
HG02554	984495	1.00000	1678822	0.97694	0.00452	0.00147	0.63035	0.00897
NA19446	1007421	1.00000	1618629	0.97735	0.00349	0.00116	0.61637	0.01118
NA19740	1010876	1.00000	1598047	0.97703	0.00360	0.00115	0.61253	0.01229
HG02789	928138	1.00000	1641707	0.97551	0.00401	0.00123	0.63884	0.02034
HG02215	956129	1.00000	1640226	0.97701	0.00424	0.00132	0.63174	0.01077
HG03066	1011110	1.00000	1603405	0.97774	0.00326	0.00106	0.61327	0.01102
NA18967	1083158	1.00000	1576523	0.97587	0.00452	0.00142	0.59275	0.00989
HG02330	954635	1.00000	1666725	0.97740	0.00430	0.00137	0.63582	0.01239
NA20856	950624	1.00000	1705304	0.97702	0.00453	0.00145	0.64207	0.01133
HG03817	991298	1.00000	1678784	0.97750	0.00615	0.00209	0.62874	0.01078
NA20861	973149	1.00000	1656763	0.97757	0.00372	0.00116	0.62997	0.01250
NA12003	950844	1.00000	1675889	0.97819	0.00433	0.00137	0.63801	0.00910
HG02332	976461	1.00000	1670454	0.97782	0.00441	0.00139	0.63109	0.01053
HG03235	965541	1.00000	1738119	0.97713	0.00447	0.00141	0.64288	0.00946
HG00103	955851	1.00000	1649780	0.97683	0.00378	0.00117	0.63316	0.01108
HG04025	1021994	1.00000	1639710	0.97710	0.00533	0.00178	0.61604	0.00942
HG02025	1070357	1.00000	1558143	0.97550	0.00357	0.00114	0.59279	0.01209
HG02455	959493	1.00000	1685192	0.97747	0.00514	0.00175	0.63720	0.01064
